clean_text,sentiment_label
terimakasih kak octopus lem sepatu nya sudah diterima barang sesuai dengan deskripsi seller untuk botol lem nya sudah proper ya dengan ujung yang mengecil agar mudah digunakan sedang di coba pada sol sepatu menunggu kering untuk melihat hasil nya overall dari packing material lem nya juga bagus ya 👍🏼 recommended seller ⭐️⭐️⭐️⭐️⭐️,positive
pembelian kesekian kalinya enggak pernah ragu belanja disini sellernya juga sangat ramah dan mau di ajak sharing produk trimakasih seller🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,positive
kualitas pengerjaan sesuai gambar performa bagus,positive
beli isi bersamaan dengan pembelian beras yang lainnya yang datang cuma sudah konfirmasi tapi sampai sekarang enggak ada dikirim sisa kekurangan beras merahnya,negative
produk sampai dengan cepat dan rapi serta dikirimkab produk paling baru terima kasih,positive
taste is good sda tulisan happy birthday nya pelanggaran nih,positive
pas buat main padel dan bulu tangkis,positive
pokoknya nanti di coba tapi pasti kuat sih soalnya produk firecast tidak boleh di ragukan,positive
barang bagus deh dicoba mantap cepat sampai,positive
cepat sampai nya walau dapat nya pas lumayan wortel nya,positive
tumpah dikit min pas dibuka packaging bubblenya dalemnya berminyak entah pengiriman nya yang error bagaimana tuh caranya packaging nya ya biar enggak begitu lagi,positive
bentuk dan ukuran sesuai semua,positive
barang lengkap sesuai pesanan packing rapi sesuai deskripsi ada gratis minyak telon barang datang lebih cepat dari estimasi terima kasih caplang terima kasih tokopedia,positive
sesuai dengan harga nya pengiriman cepat,positive
repeat order toko lain enggak bisa slice paha lho 😅,positive
deh sampai pagi ini cepat banget ya semoga bisa langsung connect,positive
berkualitas dan berfungsi dengan baik bahan kokoh terimakasih,positive
responnya cepat banget bahannya enak,positive
barang yang dikirim bagus sesuai permintaan type,positive
paket sudah diterima dengan baik dan cepat productnya bagus semoga sesuai dengan diskripsi,positive
barang diterima tapi yang disayangkan pengiriman pelayanannya yang sangat sampai cancel kali padahal sudah di noted untuk datang sebelum jam dan infonya mau didahuluin pagi hari tetapi jam juga dtgnya jadi terhambat pekerjaan tukang saya jadi hari ke baru dikirimjam lewat,neutral
barang sudah datang sesuai pesanan terimakasih,positive
sip sesuai tinggal pasang dan test tks ya,positive
recommended seller ⭐️⭐️⭐️⭐️⭐️ fast respons sesuai deskripsi tepat waktu packing aman staysafe,positive
kualitas barangnya bagus dan pengirimannya sangat cepat thankyou🙏🙏🙏,positive
captionnya kapsim slice di anternya kapsim gelondongan enggak di slice jadi mau enggak mau mesti motong tipis tipis sendiri tolong diperbaiki caption dan keterangannya,neutral
produk sesuai deskripsi respon seller dan pengiriman cepat packing aman,positive
packing rapi pengiriman cepat tahunya enak sesuai gambar dan ekspektasi,positive
bagus dan affordable banget tebal lagi helmnya tapi packingnya tolong diperbaiki lagi ini cuma pakai kardus langsung doang enggak ada bubble wrapnya apa bungkus apa lagi untung kurirnya kelihatan enggak grasak grusuk jadi sampai dengan baik dan selamat tapi overall bagus siii helmnyaa,positive
bagus murah sesuai iklan respon seller cepat very recommended,positive
barang mantap sampai dengan selamat tidak ada cacat sama sekali pada barang penjual nya ramah dan fast respon sayangnya ekspedisi nya lemot tolong ditingkatkan lagi jne untuk penjual nya mantap pertahankan🫡,positive
keren,positive
fast respon bobot sesuai ikan bagus banget malah supermarket jauh lebih amis,positive
berfungsi dengn baik respon seller ok,positive
barangnua enggak bisa dipakai dicas juga enggak bisa,negative
kadang bisa kesedot debunya kadang gagal kesedot tidak berfungsi dengan baik beberapa kali dipakai gagal kesedot,negative
pengiriman cepat packing rapi dan kualitas sangat bagus jerman qualität,positive
kualitas okehhhhhhhhhhhhhhhhhhhhhh,positive
barang sesuai display,positive
ok sesuai dan sudah dicoba,positive
barang telah diterima dengan baik dan sesuai dengan pesanan,positive
my bad gue yang enggak baca deskripsinya biasa beli toped harga sgitu ini cuma dapat gue kira harga skilo ternyata omg,neutral
packing baik dobel packing respon cepat barang sesuai deskripsi tinggal tunggu penjadwalan pasangnya,positive
respon sangat cepat dapat tambahan bonus lagi seller mantap 👍,positive
pembelian kedua sebulan kemarin rutin minum dan pas haid lebih merasa bertenaga karena biasanya aku bakal lemes banget tapi kram perut masih ada meskipun sehari aku juga merasa kayanya agak ngaruh juga ke bab jadi agak lebih lancar sebenarnya bisa jadi karena banyak faktor lainnya tapi karena overall impression oke khasiat blendnya juga sesuai dengan yang aku cari dan karena butuh juga untuk maintain health buat daily jadi aku pilih repurchase packaging selalu ciamik terus dapat gratisan juga 👍🏻,positive
enak tumis labu siamnya mantap jam sudah datang,positive
lumayan enakkkkkkkkkkk nih terimakasih ya,positive
mendarat denfan selamat belum dicoba semoga lancar jaya,positive
pengiriman ekstra cepat 👍👍👍,positive
puas banget belanja di toko ini selain ramah respon cepat dan jujur suka banget sesuai keinginan barang yang di request sesuai produksi pharos usah jempol 👍,positive
kualitas bagus banget anak suka pengiriman sesuai estimasi,positive
wanginyaaaa mengalahkan wangi uaaang rasanya ada sedikit manis enak banget kalo diminum dingin,positive
sudah sering banget beli babi di sini daging sejauh ini selalu fresh dan masih beku pengiriman juga ok karena banyak cabang jadi dipilih yang paling dekat rumah biar enggak mahal ongkirnya thank you,positive
bagus,positive
packing aman terima kasih,positive
mantaaappp ok,positive
kualitas produk bagus produk sesuai deskripsi,positive
barang sudah terima dengan baik dan produk sesuai deskripsi kualitas produk bagus seller sabar dan rama rekomen seller,positive
isian lemtembak terbaik yang pernah saya dapat,positive
enaknya bikin ketagihan 🤭👍👍,positive
pengemasan aman karena paket sampai dengan keadaan basah memang sedang hujan deras kurir antarnya kualitas bagus terpercaya next beli lagi lengkap disini 👍,positive
produk bagus sesuai deskripsi seller responsif,positive
casingnya keren dan ringan thanks seller,positive
proses pengiriman cepat hari sampai bandung pekalongan barang real original bukan kau mantap trimakasih seller atas pelayanannya yang sangat memuaskan,positive
mantap langsung di kirim codenya,positive
ateng bawa kayu tengkyu,positive
sesuai pesanan,positive
sampai dengan selamat sesuai pesanan terima kasih,positive
seperti legging untuk wanita,positive
baru di pakai sekali bagian grip di bawah sudah mulai,neutral
good product and fast delivery,positive
sudah langganan enggak pernah kecewa dengan kualitas sayurannya,positive
berfungsi dengan baik sesuai gambar mantap 👍👍👍,positive
recomended banget belanja di toko ini sukses dan maju terus kak,positive
bagus melindungi dengan sempurna mantap,positive
suara genset halus semoga awet,positive
pengiriman cepat dan sesuai pesanan kurir toko ramah,positive
orisinal mantul,positive
fast respon,positive
pelayanannya cepat amp responsif,positive
terima kasih atas pelayanan yang ramah serta pengiriman cepat dan aman terima kasih juga atas kopinya😁,positive
barang sudah sampai dan sesuai dengan yang dipesan,positive
bikin costumer pada nagih rasanya mirip specialty,positive
packingnya ok banget pakai thermal bag ice gel plastik tambahan,positive
wah promonya enggak dong benaran dikirim semua pesanan aku exp nya juga masih lama pengemasan juga rapi terimakasih,positive
responsif original pengiriman cepatttt,positive
alhamdulillah sampai meskipun telat dan saat sampai ternyata benar pecah telur butir mungkin karena lama diperjalanan sudah inbox unboxing tapi belum ada respon semoga cepat terselesaikan dan amanah,negative
labu siamnya segar harganya bersahabat pengiriman cepat dengan diskon ongkir terima kasih🙏,positive
semoga menjadi langganan terus 👍 jangan lupa cek katalog herbal kami www herbalkatalog com,positive
mantap,positive
mantap sesuai pesanan,positive
sesuai harga dan barang,positive
enak sedap cup bumbu nya ada cripsi nya suka smpnya cepat thx,positive
pengiriman cepat barang bagus sudah beli yang kesekian kali,positive
pengiriman cepat,positive
ini mah bukan trolii buat bawa hewan roda nya cuma masa bawa hewan trolii nya dimiringin ya anjung kagak mau lah wkwkwkw judul dagangan nya menjebak,negative
pelayanannya cepat sekali enggak sampai jam deh sampai brgnya mantap 👍👍👍,positive
barang sesuai belum di pakai semoga awet,positive
produk bagus semoga bermanfaat dan selalu awet terima kasih 😊,positive
okkkk lumayannn ada wanginyaaa berasnyaaa,positive
packing aman barang lengkap semua sesuai pesanan,positive
produk diterima dengan baik dan kadaluwarsa masih tahun terima kasih,positive
barang sudah sampai tujuan dengan baik pengiriman baik dan barang kualitas bagus sesuai dengan apa yang ada di deskripsi dan gambar,positive
pesanan sudah diterima dan sesuai deskripsi pengiriman cepat packing rapi dan aman 👍👍,positive
excellent,positive
barang dan packaging sangat bagus sesuai memuaskan,positive
menyesal banget belanja disini karena barangnya cacat tapi seller kurang tanggung jawab pas diajukan complain pun diresponnya lama banget padahal sudah mau pakai pokoknya kualitas barangnya jelek dan pelayanannya pun buruk banget beli di tpt lain pasti lebih bagus depd disini,negative
dapat hadiah charger type luar biasa pelayanan toko ini … saya kira salah kirim charger pesanan orang ternyata pas dibaca ada tulisan hadiah sebagai apresiasi kepada pelanggan … saya selalu pesan di toko ini layak ⭐️,positive
mantap barang ok jelas jernih pengiriman mantap cepat kurir toko ramah dan sangat membantu seller komunikatif puas tks seller,positive
produk sudah diterima terima kasih sukses selalu,positive
untuk alat belum tau apakah berfungsi ketika ada gas gocor tetapi sudah di tes untuk bunyi bisa semoga berfungsi dengan baik,positive
lapchikng ini benar benar enak manis gurih deh berkali kali beli disini mantap deh pokok nya,positive
barang sesuai pesanan kualitas barang bagus,positive
barang diterima dengan baik kondisi barang juga bagus,positive
haan official shop is the best😎👍💛,positive
bagus,positive
enak rasa konsisten pengiriman cepat nagih,positive
paket sudah sampai maaf telat review packaging mantap enggak pelit isi paket sesuai deskripsi dan request warna tengkyuuu om,positive
mantap oke,positive
bahan bagus tidak tipis mantaaapppp 👍👍👍👍👍,positive
belum dicoba soalnya buat kado tapi yakin enak sih packing rapi,positive
coklatnya kalau di tim enggak bisa meleleh malah menggumpal harus di tim pakai minyak itu juga enggak bisa nyatu coklatnya enggak begitu manis cocoknya buat topping saja,positive
proses pengiriman baik kemasan aman dan barang sesuai pesanan,positive
mantap murah meriah wangi harum semerbak,positive
barang bagus keren enak dipakai nya,positive
pesanan sesuai espektasi pengiriman ontime packing rapi recommneded seller,positive
respon cepat potongan rapi packing ok semogah awet,positive
barang sesuai pesanan pokoknya mantull dhaa,positive
ok buat ngecas samsung note dapat kali,positive
⭐⭐⭐⭐⭐ pertama beli di sini pelayanan cepat ongkir gratis sampai kantor saya enggak sampai hari produk sesuai gambar harga wajar rekomendasi banget semoga ulasan saya bermanfaat untuk calon pembeli lain 🙏,positive
pengiriman cepat packaging bagus rapi dan wanginya cookies begitu kotak dibuka enak mantaplah pokoknya apalagi pas diskon 🥰👍👍,positive
nice,positive
trusted seller beli tv kulkas dan kali ini mesin cuci pengiriman selalu sesuai janji,positive
lem silikon khusus untuk nambel bocor atap atau genteng terutama atap baja ringan dsb,positive
jasa pengiriman sangat cepat kualitas barang original packing recommended banget pakai bubble wrap khusus respon penjual lumayan cepat terimakasih,positive
sesuai gambar bahan lumayan enak semoga awet dan bisa tahan lama terima kasih,positive
sesuai dan berfungsi,positive
bagus,positive
packing kurang bagus tidak sesuai untuk frozen food bocor di sana sini,neutral
barang ok harga ok pengiriman cepat seller ramah dan kooperatif,positive
batrai kipasnya cepat habis memakai cuman menit dengan kecepatan paling kecil dari turun ke pdhlan cuman sebentr memakai nya mau dikembalikan ribet karena jnt jauh dari rumah mengira akan di ganti unit baru percuma mahal ternyata barang rusak,negative
alhamdulillah barang sudah diterima sesuai pesanan pengiriman cepat sekali packing rapi kurir sopan trm kasih,positive
mantap cocok banget,positive
kualitasnya bagus pengemasan baik masih segar serta oke pengirimannya,positive
ac nya berfungsi dengan baik hari barang cepat sampai amp kurir tokonya ramah,positive
produk sesuai deskripsi penjual respon cepat,positive
barang bagus bekerja dengan baik pengiriman cepat,positive
sudah langganan lama sering beli dışını daging bagus seller respon cepat kemasan aman rapi pengiriman cepat,positive
